"图解3"
"平动位移 - Z (mm)","角位移2 (deg)"
1.84008984636931,-43.8471009839202
1.80724494311175,-43.7773577679199
1.7818373558372,-43.7082036983345
1.78171591817351,-43.7080713900834
1.75682268005593,-43.6241838710433
1.74279178409296,-43.5751966919694
1.71492696331887,-43.5100284510107
1.7013007545376,-43.4572899560198
1.66501030257678,-43.3517632135215
1.65700704243128,-43.344692237728
1.63272651150509,-43.2594960597036
1.60546432768514,-43.1804495607666
1.57388309770697,-43.1286537060173
1.57813340282877,-43.1171080128359
1.55941677076002,-43.0662212224688
1.54839049599176,-43.0285062563609
1.54025022821944,-43.0062900694706
1.5369904106875,-42.9990480378967
